"uuid","grsf_name","grsf_semantic_id","short_name","type","status","parent_areas","sdg_flag","jurisdictional_distribution","firms_code","ram_code","fishsource_code","FAO_SDG14_4_1_questionnaire_code"
"915949f7-ab92-3701-a4cb-38d429e60599","Pristipomoides filamentosus - Indian Ocean, West / 51.5","asfis:PFM+fao:51.5","Crimson jobfish - Seychelles (Mahe Plateau)","assessment unit","approved","fao:51","false","National","13594",,,
"e5b28621-9195-382b-bacc-62f910804794","Ariidae - Indian Ocean, West / 51.5","asfis:CAX+fao:51.5","Cat fish - Tanzania","assessment unit","approved","fao:51","false","Shared between nations","13637",,,
"e0eac87d-a0d5-3199-ad30-52c07b6e47fb","Ethmalosa fimbriata - Sherbro - Atlantic, East central / 34.3.13","asfis:BOA+fao:34.3.13;fao:34.3.3","Bonga shad - Guinea-Bissau, Guinea, Sierra Leone and Liberia","assessment unit","approved","fao:34;fao:41","false","Shared between nations","13780",,,
"b9a79256-cc84-38c7-b3f2-e753cc7f00bb","Ethmalosa fimbriata - Southern Gulf of Guinea - Cunene - Cape Salinas - Central Gulf of Guinea - Cape Palmeirinhas","asfis:BOA+fao:34.3.5;fao:34.3.6;fao:47.1.1;fao:47.1.2;fao:47.1.3","Bonga shad - Gabon, Congo, Democratic Republic of the Congo and Angola","assessment unit","approved","fao:34;fao:47","false","Shared between nations","13783",,,
"455d7a1d-e23f-3fd1-9dba-1aa5521d2a59","Pagrus caeruleostictus - Dentex gibbosus - Dentex angolensis - Dentex spp - Dentex canariensis - Western Gulf of Guinea","asfis:BSC;asfis:DEA;asfis:DEN;asfis:DEP;asfis:DEX+fao:34.3.4","Dentex - Côte d'Ivoire, Ghana, Togo and Benin","assessment unit","approved","fao:34","false","Shared between nations","13800",,,
"41af2a67-0aeb-3df2-823b-6a00d0fdd10e","Galeoides decadactylus - Southern Gulf of Guinea - Central Gulf of Guinea","asfis:GAL+fao:34.3.5;fao:34.3.6","Lesser African threadfin - Nigeria, Cameroon, Equatorial Guinea and São Tomé e Príncipe","assessment unit","approved","fao:34;fao:47","false","Shared between nations","13804",,,
"29ad0abc-fa2e-384e-a382-0877f0f54ec2","Penaeus notialis - Atlantic, East central / 34.1.32 - Atlantic, East central / 34.3.11","asfis:SOP+fao:34.1.32;fao:34.3.11","Southern pink shrimp - Mauritania","assessment unit","approved","fao:34","false","National","13836",,,
"82cc7b13-d20c-30c6-8b43-c6adccf7cfc6","Hoplostethus atlanticus - Pacific, Southwest","asfis:ORY+fao:81","Orange roughy - Southwest Pacific","assessment unit","approved","fao:88;fao:81;fao:58;fao:57;fao:87;fao:71;fao:77","false","High Seas Purely","13886",,,
"839d505a-bc7d-3a4b-8fc2-94ebfa272b89","Pseudocyttus maculatus - Neocyttus rhomboidalis - SIOFA","asfis:ONV;asfis:SSO+rfb:SIOFA","Oreos - Southern Indian Ocean","marine resource","approved","fao:58;fao:57;fao:51;fao:47","false","High Seas Purely","13927",,,
"67eba34c-2db4-3e09-adf6-897e6295a6e7","Decapterus spp - North of 20S","asfis:SDX+siofa:8","Scads - Tropical Indian Ocean","marine resource","approved","fao:57;fao:51","false","High Seas Purely","13934",,,
"fc1b25f4-b973-35a4-83d7-efad7ba7d359","Merluccius merluccius - Northern Spain","asfis:HKE+gfcm:6","European hake - Northern Spain","assessment unit","approved","fao:37","false",,"13346",,,
"0c187430-7154-3e44-8625-0680941c93af","Anguilla anguilla - Azores Grounds and Northeast Atlantic South (Subarea  27.10) - Barents Sea (Subarea 27.1) - North of Azores (Subarea 27.12) - East Greenland (Subarea 27.14) - Portuguese Waters (Subarea 27.9) - Bay of Biscay (Subarea 27.8) - Irish Sea, West of Ireland, Porcupine Bank, Eastern and Western English Channel, etc (Subarea 27.7) - Rockall, Northwest Coast of Scotland and North Ireland (Subarea 27.6) - Iceland and Faroes Grounds (Subarea 27.5) - North Sea (Subarea 27.4) - Skagerrak, Kattegat, Sound, Belt Sea, and Baltic Sea (Subarea 27.3) - Norwegian Sea, Spitzbergen, and Bear Island (Subarea 27.2)","asfis:ELE+fao:27.1;fao:27.10;fao:27.12;fao:27.14;fao:27.2;fao:27.3;fao:27.4;fao:27.5;fao:27.6;fao:27.7;fao:27.8;fao:27.9","European eel - Northeast Atlantic","assessment unit","approved","fao:31;fao:21;fao:34;fao:27;fao:37;fao:18","false",,"13464",,,
"93be64be-0916-3b5a-a931-a27e7fef351b","Rajidae - Portuguese Waters - East (Division 27.9.a) - Bay of Biscay (Subarea 27.8)","asfis:RAJ+fao:27.8;fao:27.9.a","Other skate and rays - Bay of Biscay and Portuguese Waters East","assessment unit","approved","fao:34;fao:27;fao:37","false",,"13729",,,
"78cc6a8f-7150-3bdd-b649-e65a70df23be","Trachyrincus scabrus - Barents Sea (Subarea 27.1) - Azores Grounds and Northeast Atlantic South (Subarea  27.10) - North of Azores (Subarea 27.12) - East Greenland (Subarea 27.14) - Skagerrak and Kattegat (Division 27.3.a) - Bay of Biscay (Subarea 27.8) - Irish Sea, West of Ireland, Porcupine Bank, Eastern and Western English Channel, etc (Subarea 27.7) - Rockall, Northwest Coast of Scotland and North Ireland (Subarea 27.6) - Iceland and Faroes Grounds (Subarea 27.5) - North Sea (Subarea 27.4) - Norwegian Sea, Spitzbergen, and Bear Island (Subarea 27.2)","asfis:TSU+fao:27.1;fao:27.10;fao:27.12;fao:27.14;fao:27.2;fao:27.3.a;fao:27.4;fao:27.5;fao:27.6;fao:27.7;fao:27.8","Roughsnout grenadier - Northeast Atlantic","assessment unit","approved","fao:31;fao:21;fao:34;fao:27;fao:18","false",,"13878",,,
"dc008cfb-afdc-312f-b40f-9309f6446c94","Platichthys spp - Southern Central Baltic - East (Subdivision 27.3.d.26) - East of Gotland or Gulf of Riga (Subdivision 27.3.d.28)","asfis:BZQ+fao:27.3.d.26;fao:27.3.d.28","Flounders nei - Southern Central Baltic East and East of Gotland","assessment unit","approved","fao:27","false",,"13943",,,
"9692cd71-03ab-3d81-8327-7474562b559f","Raja undulata - Bay of Biscay - South (Division 27.8.c)","asfis:RJU+fao:27.8.c","Undulate ray - Bay of Biscay South","assessment unit","approved","fao:27","false",,"13956",,,
"6f244f98-4cef-307c-8f55-e955f34e6802","Bolinus brandaris - Northern Adriatic","asfis:BOY+gfcm:17","Purple dye murex - Northern Adriatic Sea","assessment unit","approved","fao:37","false",,"13991",,,
"eb1e6bea-cf21-3b4d-98be-3a3aa7adac1a","Upeneus moluccensis - Levant","asfis:UPM+gfcm:27","Goldband goatfish - Eastern Levant Sea","assessment unit","approved","fao:37","false",,"13997",,,
"85e108d2-aaaf-3b68-8e37-a717b16d29c8","Kathetostoma giganteum - nzl - STA7","asfis:STZ+nzl:STA7","Giant stargazer NZ Area STA7","assessment unit","approved",,"false",,,"GSTRGZRSTA7","1816",
"b27dc3de-9b65-3d3d-be2c-09a63369b9ac","Carcharhinus plumbeus - Secretarial - Sandbar Shark EFH","asfis:CCP+usa_efh_ahms:SandbarShark","Sandbar shark Atlantic","assessment unit","approved",,"false",,,"SBARSHARATL","1143",
"6b15bba0-2f09-3bbf-90d9-c5746bf5894d","Platycephalus richardsoni - Tiger flathead Southeast Australia Stock Assessment Area","asfis:PHI+grsf:CSIRO_TIGERFLATSE_1913_2006_FULTON","Tiger flathead Southeast Australia","assessment unit","approved",,"false",,,"TIGERFLATSE","1895",
"408fbf9b-a647-3623-aeb5-430ff24bf13a","Chionoecetes opilio - North Pacific Japan","asfis:CRQ+grsf:Japan_FAJ_NPAC","Snow crab North Pacific","assessment unit","approved",,"false",,,"SNOWCRABNPAC",,"sdg-jpn-12"
"77f7fe96-2008-3431-933b-900af506e89f","Jasus edwardsii - Canterbury/Marlborough","asfis:LOR+nzl:CRA5","Red rock lobster New Zealand area CRA5","assessment unit","approved",,"false",,,"RROCKLOBSTERCRA5",,"sdg-nzl-6"
"546127f0-bf3f-3201-8702-1b3406abcad4","Hoplostethus atlanticus - Orange roughy Cascade Plateau Stock Assessment Area","asfis:ORY+grsf:CSIRO_OROUGHYCASCADE_1987_2006_FULTON","Orange roughy Cascade Plateau","assessment unit","approved",,"false",,,"OROUGHYCASCADE",,
"7909af55-0a28-34e0-9c8f-427325351de3","Hoplostethus atlanticus - Challenger (North) and Westpac Bank","asfis:ORY+nzl:ORH7A","Orange roughy New Zealand Challenger Plateau","assessment unit","approved",,"false",,,"OROUGHYNZ7A",,
"d8dbff57-252c-3a9f-a39a-6e538ea0536d","Sebastes proriger - Canada Pacific Fishery Management Comission Major Areas 5E - Canada Pacific Fishery Management Comission Major Areas 5D","asfis:RPJ+can_dfo_pfmc:5D;can_dfo_pfmc:5E","Redstripe rockfish British Columbia Waters North","assessment unit","approved",,"false",,,"RSROCKBCWN",,
"2fd02459-25e7-3a46-8346-095a02c9bf20","Arctoscopus japonicus - Sea of Japan North","asfis:JAS+grsf:Japan_FAJ_NSJ","Sailfin sandfish Sea of Japan North","assessment unit","approved",,"false",,,"SSANDNSJ",,
"4c8463d6-ddf8-3128-8fbb-bc270245da5b","Sebastes entomelas - Canada Pacific Fishery Management Comission Major Areas 5A - Canada Pacific Fishery Management Comission Major Areas 5B - Canada Pacific Fishery Management Comission Major Areas 3C - Canada Pacific Fishery Management Comission Major Areas 5E - Canada Pacific Fishery Management Comission Major Areas 3D - Canada Pacific Fishery Management Comission Major Areas 5C - Canada Pacific Fishery Management Comission Major Areas 5D","asfis:WRO+can_dfo_pfmc:3C;can_dfo_pfmc:3D;can_dfo_pfmc:5A;can_dfo_pfmc:5B;can_dfo_pfmc:5C;can_dfo_pfmc:5D;can_dfo_pfmc:5E","Widow rockfish British Columbia Waters","assessment unit","approved",,"false",,,"WROCKBCW",,
"950627c2-5852-3cf9-be59-2993e020dace","Paralithodes camtschaticus - Red king crab Norton Sound assessment area","asfis:KCD+grsf:USA_AKSTATE_KCD_ns","Red king crab Norton Sound","assessment unit","approved",,"false",,,"RKCRABNS",,
"f31bd113-41d1-3c75-93c5-bbbf8d28cf9d","Carcharhinus limbatus - Secretarial - Blacktip Shark (Atlantic Stock) EFH","asfis:CCL+usa_efh_ahms:BlacktipShark(AtlanticStock)","Blacktip shark Atlantic","assessment unit","approved",,"false",,,"BTIPSHARATL",,
"70e037e4-4c14-3efc-915b-38a1fc45e597","Pseudocyttus maculatus - Southland - Southland","asfis:SSO+grsf:NZL_OEO3Asld;nzl:OEO1","Smooth Oreo Southland","assessment unit","approved",,"false",,,"SMOOTHOREOSLD",,
"b83fc1c9-5bea-306f-8a4e-9f7fe09f7af4","Gadus chalcogrammus - Southeast Gulf of Alaska","asfis:ALK+unk:USA-NMFS-SEGA","Walleye pollock Southeast Gulf of Alaska","assessment unit","pending",,"false",,,"WPOLLSEGA",,
"85592d2a-ff10-3264-8570-4ecc3b02d594","Panulirus argus - STT - STJ","asfis:SLC+nja:STJ;nja:STT","Caribbean spiny lobster Saint Thomas / Saint John","assessment unit","pending",,"false",,,"CSLOBSTERSTT_STJ",,
"44124c25-04fa-327a-b06c-7eab226fb1b1","Rexea solandri - Common gemfish Southeast Australia Stock Assessment Area","asfis:GEM+grsf:CSIRO_GEMFISHSE_1966_2007_FULTON","common gemfish Southeast Australia","assessment unit","approved",,"false",,,"GEMFISHSE",,
"3c895c75-e1b6-37f4-8bdc-3270736d6f44","Loligo bleekeri - Pacific Japan","asfis:OGK+grsf:Japan_FAJ_PAC","Spear squid Pacific Ocean","assessment unit","approved",,"false",,,"SPSQUIDPAC",,
"f05a0253-e3bb-3e73-ad4f-435a3d1ee061","Sardina pilchardus - GFCM/GSA 06","asfis:PIL+gfcm:06","European pilchard - Northern Spain (Mediterranean)","assessment unit","pending",,"false",,,,"2736",
"ff2ab423-48f8-3764-9e66-97033a8a88d7","Genypterus capensis - dummy area","asfis:KCP+dummy:area","Kingklip - off South Africa","assessment unit","approved",,"false",,,,"1807",
"f9c16362-2792-3183-afe7-b17414ec2720","Lateolabrax japonicus - dummy area","asfis:BAJ+dummy:area","Japanese seabass - Japanese seabass","assessment unit","pending",,"false",,,,"2156",
"03234725-821f-3839-b4e7-5ec950352e19","Panulirus interruptus - dummy area","asfis:NUT+dummy:area","Mexican spiny loster - Baja California","assessment unit","pending",,"false",,,,"1667",
"0162bfeb-0e62-3f40-a425-7c8f32b00319","Zeus faber - GRSF NZL-JDO2se","asfis:JOD+grsf:NZL-JDO2se","John dory - Southeast North Island","assessment unit","approved",,"false",,,,"2220",
"eb94f1c8-e571-390b-8bc6-58e5bef82f3a","Merluccius senegalensis - dummy area","asfis:HKM+dummy:area","Senegalese hake - North of Central Eastern Atlantic","assessment unit","pending",,"false",,,,"2387",
"63a18c96-1c50-37e7-9669-186ff82eeaa1","Osmerus mordax - ER","asfis:SMR+glfc:ER","Rainbow smelt - Lake Erie","assessment unit","pending",,"false",,,,"1359",
"e0646db1-ada6-31fc-ace9-6fb9277d0a44","Magallana gigas - Japan_FAJ_HOKK","asfis:OYG+grsf:Japan_FAJ_HOKK","Pacific cupped oyster - Hiroshima Bay","marine resource","pending",,"false",,,,"2499",
"a8ad97b2-bf82-33f4-b6c5-d4ed8e1b2652","Hoplostethus atlanticus - GRSF NZL-ORH3Bpuy","asfis:ORY+grsf:NZL-ORH3Bpuy","Orange roughy - Puysegur","assessment unit","approved",,"false",,,,"1412",
"e83720c8-cfd4-3a69-8db6-89c6280153a3","Merluccius bilinearis - dummy area","asfis:HKS+dummy:area","Silver hake - US Atlantic coast southern","assessment unit","pending",,"false",,,,"2168",
"2c03cde1-815a-3f33-be65-6f7e3967ca0b","Merluccius bilinearis - dummy area","asfis:HKS+dummy:area","Silver hake - US Atlantic coast northern","assessment unit","pending",,"false",,,,"2169",
"cfcbda7e-98d1-3c7d-b1f9-80eb8b860d0c","Amblyraja radiata - dummy area","asfis:RJR+dummy:area","Starry ray - ICES Division 3a","assessment unit","pending",,"false",,,,"2059",
"c5d1dda9-882e-339a-a47c-59dcd8c9f643","Mizuhopecten yessoensis - Japan_FAJ_HOKK","asfis:JSC+grsf:Japan_FAJ_HOKK","Yesso scallop - Hokkaido","assessment unit","pending",,"false",,,,"1545",
"233b845c-acb6-3677-a6d3-886addb56af0","Amblyraja radiata - dummy area","asfis:RJR+dummy:area","Starry ray - ICES Division 7d","assessment unit","pending",,"false",,,,"2060",
"427f5dda-e41e-3fb7-8e43-bb194054bfcb","Ocyurus chrysurus - dummy area","asfis:SNY+dummy:area","Yellowtail snapper - SW Atlantic","assessment unit","pending",,"false",,,,"1779",
"1c60a8bb-a7aa-38df-872d-143ffa973fd1","Dissostichus eleginoides - Heard and McDonald Is.","asfis:TOP+eez:HMD","Patagonian toothfish - Heard and McDonald Islands","assessment unit","approved",,"false","Straddling between High Seas and EEZ","10522",,,"sdg-aus-4"
"7295e807-e9b3-3b54-b8ae-5e845022e5eb","Nemipterus bipunctatus - Qatar National Jurisdiction Area","asfis:KZJ+eez:qat","Delagoa threadfin bream - Qatar","assessment unit","approved",,"true",,,,,"sdg-qat-23"
"41007081-e1b2-3c58-a489-b258f58fb4de","Ostrea chilensis - Foveaux Strait","asfis:OCH+nzl:oyu5","Chilean flat oyster - Foveaux Strait","assessment unit","approved",,"true",,,,,"sdg-nzl-22"
"563dd9a0-6fe9-3b0c-9e41-87ad1fd3e52d","Cittarium pica - Saba Bank","asfis:KUI+grsf:bes-sb","West Indian top shell - Saba Bank","marine resource","approved",,"true",,,,,"sdg-bes-5"
"b655affb-9679-3681-ba10-8cb054356cb4","Metapenaeus stebbingi - Macrobrachium rude - Metapenaeus monoceros - Penaeus indicus - Penaeus semisulcatus - Penaeus monodon - Malindi-Ungwana Bay","asfis:BJE;asfis:GIT;asfis:MNG;asfis:MPN;asfis:PNI;asfis:TIP+unk:Kenya-KMFRI-MUB","Hairy river prawn, Speckled shrimp, Peregrine shrimp, Indian white prawn, Giant tiger prawn, Green tiger prawn - Malindi-Ungwana Bay","assessment unit","approved",,"true",,,,,"sdg-ken-5"
"4aca3a59-d200-3b40-a72d-f28d5b0630ca","Epinephelus coioides - Qatar National Jurisdiction Area","asfis:ENI+eez:qat","Orange-spotted grouper - Qatar","assessment unit","approved",,"true",,,,,"sdg-qat-12"
"14582176-081f-3304-b228-c80982a831ce","Tylosurus crocodilus - Qatar National Jurisdiction Area","asfis:BTS+eez:qat","Hound needlefish - Qatar","assessment unit","approved",,"true",,,,,"sdg-qat-39"
"d1f3fc6b-f1bd-30ae-9aeb-25ff2bb85dbc","Hoplostethus atlanticus - Namibia National Jurisdiction Area","asfis:ORY+eez:nam","Orange roughy - Namibia","assessment unit","approved",,"true",,,,,"sdg-nam-4"
"d04d8fac-f490-3517-8018-1bb5a3b2a0aa","Carangoides bajad - Qatar National Jurisdiction Area","asfis:NGJ+eez:qat","Orangespotted trevally - Qatar","assessment unit","approved",,"true",,,,,"sdg-qat-5"
"938b584b-e8d0-303d-87f8-9ffd845a3cd1","Aristaeopsis edwardsiana - Aristeus antennatus - Haliporoides triarthrus - Aristeus virilis - Aristaeomorpha foliacea - South Region C","asfis:ARA;asfis:ARS;asfis:AVD;asfis:KNS;asfis:SSH+unk:Mozambique-MIMAIP-SRC","Giant red shrimp, Blue and red shrimp, Stout red shrimp, Knife shrimp, Scarlet shrimp - South Region C","assessment unit","approved",,"true",,,,,"sdg-moz-2"
"44588b75-999d-34fe-9818-31c494a59f36","Chionoecetes opilio - Canadian Atlantic Snow Crab Fishing Area 4X","asfis:CRQ+can_dfo_cfa:4X","Queen crab - Canadian Atlantic Snow Crab Fishing Area 4X","assessment unit","approved",,"true",,,,,"sdg-can-58"
"6a792bbe-455f-36a8-b43f-03f6d7d52d12","Argyrops spinifer - Qatar National Jurisdiction Area","asfis:KBR+eez:qat","King soldier bream - Qatar","assessment unit","approved",,"true",,,,,"sdg-qat-3"
"038a55b2-9a7d-3517-8d05-b8716a783df1","Parupeneus margaritatus - Qatar National Jurisdiction Area","asfis:QZJ+eez:qat","Pearly goatfish - Qatar","assessment unit","approved",,"true",,,,,"sdg-qat-25"
"26e7d388-e555-3097-a53a-e516d271a48d","Euthynnus affinis - Qatar National Jurisdiction Area","asfis:KAW+eez:qat","Kawakawa - Qatar","assessment unit","approved",,"true",,,,,"sdg-qat-14"
"3e53f135-f53f-32bc-bd02-702a3cf413fd","Plectorhinchus sordidus - Qatar National Jurisdiction Area","asfis:GQD+eez:qat","Sordid rubberlip - Qatar","assessment unit","approved",,"true",,,,,"sdg-qat-28"
"8ffd8cf5-72c0-3661-a527-7a1fee294c86","Rachycentron canadum - Qatar National Jurisdiction Area","asfis:CBA+eez:qat","Cobia - Qatar","assessment unit","approved",,"true",,,,,"sdg-qat-30"
"bfcc2a6c-c42a-386e-b218-528419c4ac84","Serranidae - Lutjanidae - Antigua and Barbuda","asfis:BSX;asfis:SNX+eez:ATG","Deep slope groundfishes - Antigua and Barbuda","assessment unit","approved",,"true","Unspecified","13060",,,
"0925eb89-7a43-30d0-a206-ca1de7c3709f","Panulirus argus - Antigua and Barbuda","asfis:SLC+eez:ATG","Spiny lobster - Antigua","assessment unit","approved",,"false","Unspecified","13092",,,
"7f1a265f-a973-3e97-bb41-cc4f4da7315b","Scomberomorus brasiliensis - Trinidad and Tobago","asfis:BRS+eez:TTO","Serra spanish mackerel - Coastal areas of Trinidad","assessment unit","approved",,"false","Shared between nations","13185",,,
"635d4de6-d982-374b-8fa9-48dd4ba3f71e","Mustelus higmani - Trinidad and Tobago","asfis:CTJ+eez:TTO","Smalleye smoothhound - Coastal areas of Trinidad and Tobago","assessment unit","approved",,"false","Shared between nations","13201",,,
"1098a01a-03b7-3bf5-ae51-bb5847989e7d","Penaeus schmitti - Venezuela - Trinidad and Tobago","asfis:PNT+eez:TTO;eez:VEN","White shrimp - Gulf of Paria to Orinoco Delta","assessment unit","approved",,"false","Shared between nations","13208",,,
"d69e5be7-77a3-3a43-963b-78969ca507e5","Micropogonias furnieri - Venezuela - Trinidad and Tobago","asfis:CKM+eez:TTO;eez:VEN","Whitemouth croaker - Gulf of Paria to Orinoco Delta","assessment unit","approved",,"false","Shared between nations","13212",,,
"82e0e154-b4f8-3fc2-8df7-5b8ed71df76d","Xiphopenaeus kroyeri - Suriname - Guyana","asfis:BOB+eez:GUY;eez:SUR","Seabob - Coast of French Guiana to the Orinoco delta","assessment unit","approved",,"false","Shared between nations","13249",,,
"af77a199-df34-340f-9ab1-e0c8e4550dda","Mustelus higmani - Suriname - Venezuela - Guyana - French Guiana","asfis:CTJ+eez:GUF;eez:GUY;eez:SUR;eez:VEN","Smalleye smoothhound - Coast of French Guiana to the Orinoco delta","assessment unit","approved",,"false","Shared between nations","13275",,,
"9ea1ecf4-be35-36f7-a39c-c2910ef37214","Lutjanus purpureus - Suriname - Trinidad and Tobago - Venezuela - Guyana - French Guiana","asfis:SNC+eez:GUF;eez:GUY;eez:SUR;eez:TTO;eez:VEN","Southern red snapper - Continental slope of French Guiana to Northeastern Venezuela","assessment unit","approved",,"false","Shared between nations","13281",,,
"d4c481f4-d73d-3465-9e97-1dede8bcc0fd","Octopus magnificus - South Africa","asfis:QGU+eez:ZAF","Octopus magnificus - South Africa Eastern","assessment unit","approved",,"false","Shared between nations","13562",,,
"b1161c0d-b6d9-322e-908d-cbd36f65cc6c","Aliger gigas - Turks and Caicos Is.","asfis:COO+eez:TCA","Queen conch - Turks and Caicos","assessment unit","approved",,"false","Unspecified","13772",,,
"dfa060a1-acf1-3095-96c5-4fed8ea5ed4e","Panulirus argus - Cuba","asfis:SLC+eez:CUB","Caribbean spiny lobster - Cuba","assessment unit","approved",,"false","National","13891",,,
"d19228d3-4fad-3a25-8ad5-263b8ecdee09","Pollachius virens - Iceland Grounds (Division 27.5.a)","asfis:POK+fao:27.5.a","Pollock Iceland Grounds","assessment unit","approved","fao:27","true",,"10344","POLLIEG","1991","sdg-isl-3"
"51b7e41c-f37f-3fca-8864-4d04f8d50261","Solea solea - Bay of Biscay - Central (Division 27.8.b) - Bay of Biscay - North (Division 27.8.a)","asfis:SOL+fao:27.8.a;fao:27.8.b","Sole - Bay of Biscay North and Central","assessment unit","approved","fao:27","false",,"10431","SOLEVIIIab","762","sdg-bel-esp-fra-nld-1"
"2f5ef970-7b90-3954-b089-8642bd144808","Lepidorhombus whiffiagonis - Western English Channel (Division 27.7.e) - Bay of Biscay - Offshore (Division 27.8.d) - Eastern English Channel (Division 27.7.d) - Porcupine Bank (Division 27.7.c) - Bay of Biscay - Central (Division 27.8.b) - Bay of Biscay - North (Division 27.8.a) - West of Ireland (Division 27.7.b) - Celtic Sea South (Division 27.7.h) - Celtic Sea North (Division 27.7.g) - Bristol Channel (Division 27.7.f) - Southwest of Ireland - West (Division 27.7.k) - Southwest of Ireland - East (Division 27.7.j)","asfis:MEG+fao:27.7.b;fao:27.7.c;fao:27.7.d;fao:27.7.e;fao:27.7.f;fao:27.7.g;fao:27.7.h;fao:27.7.j;fao:27.7.k;fao:27.8.a;fao:27.8.b;fao:27.8.d","Megrim - West of Ireland, Porcupine Bank, English Channel, Bristol Channel, Celtic Sea, Southwest of Ireland and Bay of Biscay","assessment unit","approved","fao:27","false",,"10443","MEGVII-VIIIabd","2201","sdg-bel-esp-fra-gbr-irl-1"
"3993d61e-564a-3318-bf68-2e793fc6c0a6","Xiphias gladius - Indian Ocean, Western - Indian Ocean, Eastern","asfis:SWO+fao:51;fao:57","Swordfish - Indian Ocean","assessment unit","approved","fao:58;fao:81;fao:51;fao:57;fao:71;fao:47","false","Highly migratory","10045","SWORDIO","1046",
"a34d9d47-58ff-3451-9147-e13604e6cb32","Limanda ferruginea - Atlantic, Northwest / 21.3.N - Atlantic, Northwest / 21.3.O - Atlantic, Northwest / 21.3.L","asfis:YEL+fao:21.3.L;fao:21.3.N;fao:21.3.O","Yellowtail flounder - Grand Bank","assessment unit","approved","fao:21","false","Straddling between High Seas and EEZ","10322","YELL3LNO","1794",
"a9920475-277a-3e9d-aa11-69a783c7b4d4","Prionace glauca - Atlantic, Western Central - Atlantic, Northwest - Northern oceanic subarea - Sherbro - Northern coastal subarea - Southwest oceanic - Cape Verde insular - Central Gulf of Guinea - Western Gulf of Guinea - Cape Verde coastal - Atlantic, Northeast","asfis:BSH+fao:21;fao:27;fao:31;fao:34.1;fao:34.2;fao:34.3.1;fao:34.3.2;fao:34.3.3;fao:34.3.4;fao:34.3.5;fao:34.4.2","Blue shark - North Atlantic","assessment unit","approved","fao:31;fao:34;fao:21;fao:41;fao:27;fao:37;fao:18","false","Highly migratory","13428","BLSHARNATL","1022",
"d3c71492-fde2-3512-ae40-ea660a3b4392","Nephrops norvegicus - Firth of Forth - Central North Sea (Division 27.4.b)","asfis:NEP+fao:27.4.b;ices_fu_nep:8","Norway lobster - Firth of Forth","assessment unit","approved","fao:27","false","Shared between nations","13452","NEPHFU8","2063",
"4b389e78-1065-30a8-a57a-aaced3d91361","Katsuwonus pelamis - Skipjack tuna Western Atlantic","asfis:SKJ+iccat:SKJ_W","Skipjack tuna - West Atlantic","assessment unit","approved","fao:31;fao:21;fao:34;fao:41;fao:27;fao:77","false","Highly migratory","18","SKJWATL","1042",
"d9324d33-3823-36b7-a264-eaa6cebe2ec7","Thunnus thynnus - Bluefin tuna Eastern Atlantic","asfis:BFT+iccat:BFT_E","Northern Bluefin tuna - East Atlantic and Mediterranean Sea","assessment unit","approved","fao:31;fao:21;fao:34;fao:41;fao:27;fao:37;fao:47","false",,"10014","ATBTUNAEATL","679",
"56bf2447-95a1-367a-bfd8-e9795053b440","Engraulis encrasicolus - Portuguese Waters - East (Division 27.9.a)","asfis:ANE+fao:27.9.a","Anchovy - Iberian Basin","assessment unit","approved","fao:34;fao:27;fao:37","false",,"10458","ANCHIXa","1746",
"523ac12a-3bdc-3987-81ca-c9e1ce5d0194","Brevoortia patronus - Gulf of Mexico - Coastal Migratory Pelagics EFH","asfis:MHG+usa_efh_gfmc:CoastalMigratoryPelagics","Gulf menhaden Gulf of Mexico","assessment unit","approved","fao:31","false",,"11801","MENATGM","887",
"437d0699-5695-336d-b139-bc69de390334","Gadus morhua - Atlantic, Northwest / 21.1","asfis:COD+fao:21.1","Greenland Cod - West Greenland, Inshore","assessment unit","approved","fao:21;fao:27;fao:18","false",,"13656","COD1IN","686",
"8816b90e-93ce-3199-b735-70dec65078f9","Scyliorhinus canicula - Western English Channel (Division 27.7.e) - Porcupine Bank (Division 27.7.c) - West of Ireland (Division 27.7.b) - Celtic Sea South (Division 27.7.h) - Celtic Sea North (Division 27.7.g) - Bristol Channel (Division 27.7.f) - Rockall, Northwest Coast of Scotland and North Ireland (Subarea 27.6) - Southwest of Ireland - East (Division 27.7.j) - Irish Sea (Division 27.7.a)","asfis:SYC+fao:27.6;fao:27.7.a;fao:27.7.b;fao:27.7.c;fao:27.7.e;fao:27.7.f;fao:27.7.g;fao:27.7.h;fao:27.7.j","Lesser-spotted dogfish - Rockall, Northwest Coast of Scotland, Irish Sea, West of Ireland, Porcupine Bank, Channel, Celtic Sea and Southwest of Ireland - East","assessment unit","approved","fao:27","false",,"13668","LSDOGVI-VIIabcefghij","1506",
"bce24c2d-e4e1-3b35-ac2d-12e640608553","Solea solea - Bay of Biscay - South (Division 27.8.c) - Portuguese Waters - East (Division 27.9.a)","asfis:SOL+fao:27.8.c;fao:27.9.a","Sole - Bay of Biscay South and Portuguese Waters East","assessment unit","approved","fao:34;fao:27;fao:37","false",,"13711","SOLEVIIIc-IXa","761",
